date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:00:09	111352/111352	---M--	200	added ('OK')	image/png	etag:%22640b7b9d-1b2f8%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery/1.png	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery/1.png	(from https://ronawind.com/)
23:00:09	8476/8476	---M--	200	added ('OK')	image/png	etag:%22640b7b9d-211c%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery-frame.png	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery-frame.png	(from https://ronawind.com/)
23:00:09	182140/182140	---M--	200	added ('OK')	image/png	etag:%22640b7b9d-2c77c%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery/2.png	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery/2.png	(from https://ronawind.com/)
23:00:12	166235/166235	---M--	200	added ('OK')	image/png	etag:%22640b7b9d-2895b%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery/5.png	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery/5.png	(from https://ronawind.com/)
23:00:13	374048/374048	---M--	200	added ('OK')	image/png	etag:%22640b7b9d-5b520%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery/3.png	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery/3.png	(from https://ronawind.com/)
23:00:14	95329/95329	---M--	200	added ('OK')	image/png	etag:%22640b7b9d-17461%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery/7.png	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery/7.png	(from https://ronawind.com/)
23:00:14	514976/514976	---M--	200	added ('OK')	image/png	etag:%22640b7b9d-7dba0%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery/6.png	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery/6.png	(from https://ronawind.com/)
23:00:14	23499/23499	---M--	200	added ('OK')	image/gif	etag:%22640b7b9d-5bcb%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/f1.gif	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/f1.gif	(from https://ronawind.com/)
23:00:15	1372147/1372147	---M--	200	added ('OK')	image/png	etag:%22640b7b9d-14eff3%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery/4.png	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/gallery/4.png	(from https://ronawind.com/)
23:00:16	367559/367559	---M--	200	added ('OK')	image/gif	etag:%22640b7b9d-59bc7%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/f3.gif	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/f3.gif	(from https://ronawind.com/)
23:00:16	5453/5453	---M--	200	added ('OK')	image/png	etag:%22640b7b9d-154d%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/vp4-bg.png	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/vp4-bg.png	(from https://ronawind.com/)
23:00:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Mar%202023%2020:00:16%20GMT	http://dwarven-skykeep.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/input-submit.png	C:/Benim%20Web%20Sitem/das/dwarven-skykeep.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/input-submit.22.delayed	(from https://ronawind.com/)
23:00:19	1027510/1027510	---M--	200	added ('OK')	image/gif	etag:%22640b7b9d-fadb6%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/f2.gif	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/f2.gif	(from https://ronawind.com/)
23:00:19	225/225	---M--	200	added ('OK')	image/png	etag:%22e1-5eec426dedeef%22	https://dwarven-skykeep.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/input-submit.png	C:/Benim%20Web%20Sitem/das/dwarven-skykeep.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/input-submit.png	(from https://ronawind.com/)
23:00:19	5678/5678	---M--	200	added ('OK')	image/png	etag:%22640b7b9d-162e%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/input-field.png	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/input-field.png	(from https://ronawind.com/)
23:00:20	14757/14757	---M-Z	200	added ('OK')	text/html	etag:W/%22640b7b9d-39a5%22	https://ronawind.com/privacy/index.html	C:/Benim%20Web%20Sitem/das/ronawind.com/privacy/index.html	(from https://ronawind.com/)
23:00:20	15325/15325	---M--	200	added ('OK')	image/png	etag:%22640b7b9d-3bdd%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/footer-bg-top.png	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/footer-bg-top.png	(from https://ronawind.com/)
23:00:20	1637849/1637849	---M--	200	added ('OK')	image/gif	etag:%22640b7b9d-18fdd9%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/vp3-bottom.gif	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/vp3-bottom.gif	(from https://ronawind.com/)
23:00:20	5524/5524	---M--	200	added ('OK')	image/png	etag:%22640b7b9d-1594%22	https://ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/footer-bg-dirt.png	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/themes/dwarven_skykeep_release/dwarven_skykeep/media/footer-bg-dirt.png	(from https://ronawind.com/)
23:00:20	21418/21418	---M-Z	200	added ('OK')	text/html	etag:W/%22640b7b9d-53aa%22	https://ronawind.com/tos/index.html	C:/Benim%20Web%20Sitem/das/ronawind.com/tos/index.html	(from https://ronawind.com/)
23:00:21	1239/1239	---M-Z	200	added ('OK')	application/javascript	etag:W/%22640b7b9d-4d7%22	https://ronawind.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Benim%20Web%20Sitem/das/ronawind.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://ronawind.com/)
23:00:21	313228/313228	---M-Z	200	added ('OK')	application/javascript	etag:W/%22640b7b9d-4c78c%22	https://ronawind.com/wp-content/cache/wmac/js/wmac_bcd192b8f09ce3a874aa737cb519495d.js	C:/Benim%20Web%20Sitem/das/ronawind.com/wp-content/cache/wmac/js/wmac_bcd192b8f09ce3a874aa737cb519495d.js	(from https://ronawind.com/)
23:00:29	20008280/20008280	---M--	200	added ('OK')	application/vnd.rar	etag:%22640b7b9d-1314d58%22	https://ronawind.com/beta/Ronawind%20Setup%20-%20V5.5.1.rar	C:/Benim%20Web%20Sitem/das/ronawind.com/beta/Ronawind%20Setup%20-%20V5.5.1.rar	(from https://ronawind.com/)
23:00:30	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:30%20GMT	https://s3.amazonaws.com/Ronawind/favicons/android-chrome-144x144.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/android-chrome-144x144.2b.delayed	(from https://ronawind.com/privacy/index.html)
23:00:31	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:30%20GMT	https://s3.amazonaws.com/Ronawind/favicons/android-chrome-192x192.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/android-chrome-192x192.2c.delayed	(from https://ronawind.com/privacy/index.html)
23:00:31	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:31%20GMT	https://s3.amazonaws.com/Ronawind/favicons/android-chrome-36x36.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/android-chrome-36x36.2d.delayed	(from https://ronawind.com/privacy/index.html)
23:00:32	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:32%20GMT	https://s3.amazonaws.com/Ronawind/favicons/android-chrome-48x48.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/android-chrome-48x48.2e.delayed	(from https://ronawind.com/privacy/index.html)
23:00:33	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:33%20GMT	https://s3.amazonaws.com/Ronawind/favicons/android-chrome-72x72.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/android-chrome-72x72.2f.delayed	(from https://ronawind.com/privacy/index.html)
23:00:34	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:33%20GMT	https://s3.amazonaws.com/Ronawind/favicons/android-chrome-96x96.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/android-chrome-96x96.30.delayed	(from https://ronawind.com/privacy/index.html)
23:00:35	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:34%20GMT	https://s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-114x114.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-114x114.31.delayed	(from https://ronawind.com/privacy/index.html)
23:00:35	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:35%20GMT	https://s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-120x120.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-120x120.32.delayed	(from https://ronawind.com/privacy/index.html)
23:00:36	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:35%20GMT	https://s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-144x144.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-144x144.33.delayed	(from https://ronawind.com/privacy/index.html)
23:00:37	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:36%20GMT	https://s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-152x152.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-152x152.34.delayed	(from https://ronawind.com/privacy/index.html)
23:00:38	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:37%20GMT	https://s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-180x180.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-180x180.35.delayed	(from https://ronawind.com/privacy/index.html)
23:00:38	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:37%20GMT	https://s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-57x57.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-57x57.36.delayed	(from https://ronawind.com/privacy/index.html)
23:00:39	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:38%20GMT	https://s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-60x60.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-60x60.37.delayed	(from https://ronawind.com/privacy/index.html)
23:00:40	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:39%20GMT	https://s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-72x72.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-72x72.38.delayed	(from https://ronawind.com/privacy/index.html)
23:00:41	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:40%20GMT	https://s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-76x76.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-76x76.39.delayed	(from https://ronawind.com/privacy/index.html)
23:00:42	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:41%20GMT	https://s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-precomposed.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/apple-touch-icon-precomposed.3a.delayed	(from https://ronawind.com/privacy/index.html)
23:00:42	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:42%20GMT	https://s3.amazonaws.com/Ronawind/favicons/apple-touch-icon.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/apple-touch-icon.3b.delayed	(from https://ronawind.com/privacy/index.html)
23:00:43	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:42%20GMT	https://s3.amazonaws.com/Ronawind/favicons/favicon-16x16.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/favicon-16x16.3c.delayed	(from https://ronawind.com/privacy/index.html)
23:00:44	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:43%20GMT	https://s3.amazonaws.com/Ronawind/favicons/favicon-32x32.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/favicon-32x32.3d.delayed	(from https://ronawind.com/privacy/index.html)
23:00:45	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:44%20GMT	https://s3.amazonaws.com/Ronawind/favicons/favicon-96x96.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/favicon-96x96.3e.delayed	(from https://ronawind.com/privacy/index.html)
23:00:46	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:45%20GMT	https://s3.amazonaws.com/Ronawind/favicons/mstile-144x144.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/mstile-144x144.3f.delayed	(from https://ronawind.com/privacy/index.html)
23:00:46	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:46%20GMT	https://s3.amazonaws.com/Ronawind/favicons/mstile-150x150.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/mstile-150x150.40.delayed	(from https://ronawind.com/privacy/index.html)
23:00:47	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:47%20GMT	https://s3.amazonaws.com/Ronawind/favicons/mstile-310x310.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/mstile-310x310.41.delayed	(from https://ronawind.com/privacy/index.html)
23:00:48	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:48%20GMT	https://s3.amazonaws.com/Ronawind/favicons/mstile-310x150.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/mstile-310x150.42.delayed	(from https://ronawind.com/privacy/index.html)
23:00:49	298/298	---MC-	404	error ('Not%20Found')	application/xml	date:Fri,%2010%20Mar%202023%2020:00:49%20GMT	https://s3.amazonaws.com/Ronawind/favicons/mstile-70x70.png	C:/Benim%20Web%20Sitem/das/s3.amazonaws.com/Ronawind/favicons/mstile-70x70.43.delayed	(from https://ronawind.com/privacy/index.html)
23:00:49	310255/310255	---M-Z	200	added ('OK')	text/css	etag:W/%22640b7b9d-4bbef%22	https://ronawind.com/privacy/style.css	C:/Benim%20Web%20Sitem/das/ronawind.com/privacy/style.css	(from https://ronawind.com/privacy/index.html)
23:00:52	310255/310255	---M-Z	200	added ('OK')	text/css	etag:W/%22640b7b9d-4bbef%22	https://ronawind.com/tos/style.css	C:/Benim%20Web%20Sitem/das/ronawind.com/tos/style.css	(from https://ronawind.com/tos/index.html)
23:00:54	50234/50234	---MC-	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/Benim%20Web%20Sitem/das/www.google-analytics.com/analytics.js	(from https://ronawind.com/privacy/index.html)
23:00:55	122524/122524	---M-Z	200	added ('OK')	font/ttf	etag:W/%22640b7b9d-1de9c%22	https://ronawind.com/privacy/css/fonts/Lato-Light.ttf	C:/Benim%20Web%20Sitem/das/ronawind.com/privacy/css/fonts/Lato-Light.ttf	(from https://ronawind.com/privacy/style.css)
23:00:55	120196/120196	---M-Z	200	added ('OK')	font/ttf	etag:W/%22640b7b9d-1d584%22	https://ronawind.com/privacy/css/fonts/Lato-Regular.ttf	C:/Benim%20Web%20Sitem/das/ronawind.com/privacy/css/fonts/Lato-Regular.ttf	(from https://ronawind.com/privacy/style.css)
23:00:55	121788/121788	---M-Z	200	added ('OK')	font/ttf	etag:W/%22640b7b9d-1dbbc%22	https://ronawind.com/privacy/css/fonts/Lato-Bold.ttf	C:/Benim%20Web%20Sitem/das/ronawind.com/privacy/css/fonts/Lato-Bold.ttf	(from https://ronawind.com/privacy/style.css)
23:00:55	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://ronawind.com/fonts/glyphicons-halflings-regular.eot	C:/Benim%20Web%20Sitem/das/ronawind.com/fonts/glyphicons-halflings-regular.4a.delayed	(from https://ronawind.com/privacy/style.css)
23:00:55	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://ronawind.com/fonts/glyphicons-halflings-regular.eot?	C:/Benim%20Web%20Sitem/das/ronawind.com/fonts/glyphicons-halflings-regulard41d.eot	(from https://ronawind.com/privacy/style.css)
23:00:55	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://ronawind.com/fonts/glyphicons-halflings-regular.woff	C:/Benim%20Web%20Sitem/das/ronawind.com/fonts/glyphicons-halflings-regular.woff	(from https://ronawind.com/privacy/style.css)
23:00:56	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://ronawind.com/fonts/glyphicons-halflings-regular.ttf	C:/Benim%20Web%20Sitem/das/ronawind.com/fonts/glyphicons-halflings-regular.ttf	(from https://ronawind.com/privacy/style.css)
23:00:56	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://ronawind.com/fonts/glyphicons-halflings-regular.svg	C:/Benim%20Web%20Sitem/das/ronawind.com/fonts/glyphicons-halflings-regular.svg	(from https://ronawind.com/privacy/style.css)
23:00:56	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://ronawind.com/fonts/ionicons.eot?v=2.0.0	C:/Benim%20Web%20Sitem/das/ronawind.com/fonts/ionicons28b5.eot	(from https://ronawind.com/privacy/style.css)
